'SUP_V6JKA','DIST_9AW0F','HUB_6VUK','{"power": {"generators": 796, "fuel_liters": 58895.0}, "medical": 38677, "shelter": {"units": 723, "blankets": 7516}, "essentials": {"food_tons": 935.700, "water_liters": 970052.000}, "hygiene_kits": 83542}'
'SUP_C2V96','DIST_0P6FN','HUB_0R2G','{"power": {"generators": 567, "fuel_liters": 26699.0}, "medical": 26150, "shelter": {"units": 628, "blankets": 72357}, "essentials": {"food_tons": 891.100, "water_liters": 437335.000}, "hygiene_kits": 65369}'
'SUP_S4MIE','DIST_H8Y99','HUB_HE03','{"power": {"generators": 661, "fuel_liters": 34738.0}, "medical": 23568, "shelter": {"units": 4641, "blankets": 9098}, "essentials": {"food_tons": 823.200, "water_liters": 569589.000}, "hygiene_kits": 91018}'
'SUP_MYD24','DIST_VEFXS','HUB_LOE6','{"power": {"generators": 433, "fuel_liters": 47462.0}, "medical": 73683, "shelter": {"units": 1363, "blankets": 36638}, "essentials": {"food_tons": 34.500, "water_liters": 691740.000}, "hygiene_kits": 15362}'
'SUP_J2S8N','DIST_KOT3X','HUB_RCQI','{"power": {"generators": 185, "fuel_liters": 83557.0}, "medical": 58527, "shelter": {"units": 3877, "blankets": 59413}, "essentials": {"food_tons": 447.500, "water_liters": 702482.000}, "hygiene_kits": 83384}'
'SUP_6JG4V','DIST_NZCR8','HUB_2EVQ','{"power": {"generators": 891, "fuel_liters": 32155.0}, "medical": 56556, "shelter": {"units": 1725, "blankets": 35248}, "essentials": {"food_tons": 709.300, "water_liters": 112914.000}, "hygiene_kits": 56725}'
'SUP_I30L9','DIST_PQLYO','HUB_DBB9','{"power": {"generators": 350, "fuel_liters": 30685.0}, "medical": 74633, "shelter": {"units": 2509, "blankets": 44061}, "essentials": {"food_tons": 716.500, "water_liters": 93105.000}, "hygiene_kits": 5601}'
'SUP_7PKR0','DIST_K0DE5','HUB_YXO6','{"power": {"generators": 226, "fuel_liters": 92142.0}, "medical": 35157, "shelter": {"units": 6732, "blankets": 93426}, "essentials": {"food_tons": 83.900, "water_liters": 877301.000}, "hygiene_kits": 75815}'
'SUP_N2GLR','DIST_IRU7Q','HUB_752C','{"power": {"generators": 225, "fuel_liters": 85100.0}, "medical": 60438, "shelter": {"units": 423, "blankets": 26649}, "essentials": {"food_tons": 317.000, "water_liters": 360293.000}, "hygiene_kits": 97181}'
'SUP_RFLU6','DIST_7QB08','HUB_TJLB','{"power": {"generators": 507, "fuel_liters": 98117.0}, "medical": 44121, "shelter": {"units": 340, "blankets": 2490}, "essentials": {"food_tons": 458.600, "water_liters": 431671.000}, "hygiene_kits": 18667}'
'SUP_CHH2G','DIST_PRIDM','HUB_GZW4','{"power": {"generators": 871, "fuel_liters": 18062.0}, "medical": 99574, "shelter": {"units": 7058, "blankets": 61935}, "essentials": {"food_tons": 819.400, "water_liters": 981843.000}, "hygiene_kits": 10402}'
'SUP_LMMQN','DIST_ZO4Z5','HUB_K4O8','{"power": {"generators": 654, "fuel_liters": 22245.0}, "medical": 45830, "shelter": {"units": 916, "blankets": 86719}, "essentials": {"food_tons": 683.200, "water_liters": 880957.000}, "hygiene_kits": 85419}'
'SUP_W49EP','DIST_O8PEC','HUB_X6UC','{"power": {"generators": 932, "fuel_liters": 85886.0}, "medical": 64942, "shelter": {"units": 8673, "blankets": 21440}, "essentials": {"food_tons": 352.400, "water_liters": 380528.000}, "hygiene_kits": 83289}'
'SUP_HY2BR','DIST_UJI1Y','HUB_38SF','{"power": {"generators": 622, "fuel_liters": 96597.0}, "medical": 96284, "shelter": {"units": 2216, "blankets": 27064}, "essentials": {"food_tons": 186.900, "water_liters": 369847.000}, "hygiene_kits": 13707}'
'SUP_6J4JJ','DIST_JPVGX','HUB_KQ0G','{"power": {"generators": 964, "fuel_liters": 16963.0}, "medical": 65157, "shelter": {"units": 8615, "blankets": 39642}, "essentials": {"food_tons": 457.600, "water_liters": 682564.000}, "hygiene_kits": 19692}'
'SUP_D5ZR8','DIST_IS3NS','HUB_JW8W','{"power": {"generators": 309, "fuel_liters": 73593.0}, "medical": 19730, "shelter": {"units": 5845, "blankets": 85817}, "essentials": {"food_tons": 954.300, "water_liters": 240495.000}, "hygiene_kits": 5455}'
'SUP_KCDK3','DIST_OYQ2J','HUB_2RW3','{"power": {"generators": 613, "fuel_liters": 97262.0}, "medical": 39412, "shelter": {"units": 1366, "blankets": 88014}, "essentials": {"food_tons": 759.200, "water_liters": 777354.000}, "hygiene_kits": 89431}'
'SUP_DNP2I','DIST_NIAJC','HUB_V1TZ','{"power": {"generators": 423, "fuel_liters": 21431.0}, "medical": 89425, "shelter": {"units": 8868, "blankets": 41844}, "essentials": {"food_tons": 505.400, "water_liters": 621073.000}, "hygiene_kits": 92907}'
'SUP_1WRBI','DIST_5JGCH','HUB_4J5H','{"power": {"generators": 634, "fuel_liters": 19688.0}, "medical": 6927, "shelter": {"units": 8315, "blankets": 95695}, "essentials": {"food_tons": 824.700, "water_liters": 858953.000}, "hygiene_kits": 46295}'
'SUP_285IS','DIST_5E9XJ','HUB_A0MX','{"power": {"generators": 258, "fuel_liters": 45582.0}, "medical": 71269, "shelter": {"units": 4567, "blankets": 30558}, "essentials": {"food_tons": 424.000, "water_liters": 540117.000}, "hygiene_kits": 22521}'
'SUP_VPGN7','DIST_YF3ES','HUB_VHLR','{"power": {"generators": 711, "fuel_liters": 2129.0}, "medical": 93671, "shelter": {"units": 7062, "blankets": 33589}, "essentials": {"food_tons": 107.600, "water_liters": 656214.000}, "hygiene_kits": 92198}'
'SUP_WY67V','DIST_FIVS5','HUB_D5L0','{"power": {"generators": 658, "fuel_liters": 47290.0}, "medical": 83612, "shelter": {"units": 6098, "blankets": 51473}, "essentials": {"food_tons": 569.600, "water_liters": 622907.000}, "hygiene_kits": 88716}'
'SUP_2H3S4','DIST_S1XCQ','HUB_D495','{"power": {"generators": 531, "fuel_liters": 70808.0}, "medical": 37320, "shelter": {"units": 3312, "blankets": 85611}, "essentials": {"food_tons": 471.200, "water_liters": 609355.000}, "hygiene_kits": 55354}'
'SUP_3B0O3','DIST_F4STP','HUB_CGWA','{"power": {"generators": 557, "fuel_liters": 76799.0}, "medical": 78186, "shelter": {"units": 8512, "blankets": 32143}, "essentials": {"food_tons": 83.100, "water_liters": 238088.000}, "hygiene_kits": 33702}'
'SUP_9VB5R','DIST_AICQ1','HUB_7SFV','{"power": {"generators": 397, "fuel_liters": 5067.0}, "medical": 92834, "shelter": {"units": 5974, "blankets": 82136}, "essentials": {"food_tons": 989.900, "water_liters": 680671.000}, "hygiene_kits": 46882}'
'SUP_C5ZYM','DIST_GGERQ','HUB_SKW3','{"power": {"generators": 420, "fuel_liters": 51314.0}, "medical": 37669, "shelter": {"units": 6155, "blankets": 58460}, "essentials": {"food_tons": 831.800, "water_liters": 643340.000}, "hygiene_kits": 85704}'
'SUP_57CV0','DIST_86CZI','HUB_FDUA','{"power": {"generators": 402, "fuel_liters": 16519.0}, "medical": 8848, "shelter": {"units": 9599, "blankets": 29080}, "essentials": {"food_tons": 695.900, "water_liters": 828483.000}, "hygiene_kits": 67503}'
'SUP_7P741','DIST_WK15K','HUB_ADAV','{"power": {"generators": 298, "fuel_liters": 13570.0}, "medical": 2891, "shelter": {"units": 1224, "blankets": 4841}, "essentials": {"food_tons": 697.000, "water_liters": 489916.000}, "hygiene_kits": 8592}'
'SUP_LKUHM','DIST_VTC2D','HUB_SNS7','{"power": {"generators": 369, "fuel_liters": 15854.0}, "medical": 67442, "shelter": {"units": 839, "blankets": 16381}, "essentials": {"food_tons": 422.700, "water_liters": 621070.000}, "hygiene_kits": 19063}'
'SUP_F6687','DIST_4F2CR','HUB_CYGY','{"power": {"generators": 419, "fuel_liters": 34869.0}, "medical": 92496, "shelter": {"units": 1261, "blankets": 70475}, "essentials": {"food_tons": 782.800, "water_liters": 865194.000}, "hygiene_kits": 78062}'
'SUP_6LR74','DIST_3J5M7','HUB_FQHU','{"power": {"generators": 488, "fuel_liters": 46355.0}, "medical": 7058, "shelter": {"units": 462, "blankets": 23381}, "essentials": {"food_tons": 94.400, "water_liters": 134074.000}, "hygiene_kits": 36828}'
'SUP_WACF7','DIST_IGPTI','HUB_HDCZ','{"power": {"generators": 765, "fuel_liters": 1924.0}, "medical": 57773, "shelter": {"units": 1558, "blankets": 21088}, "essentials": {"food_tons": 975.100, "water_liters": 30921.000}, "hygiene_kits": 83014}'
'SUP_9H05A','DIST_55WDQ','HUB_SZUV','{"power": {"generators": 12, "fuel_liters": 74286.0}, "medical": 60573, "shelter": {"units": 776, "blankets": 87375}, "essentials": {"food_tons": 144.800, "water_liters": 465218.000}, "hygiene_kits": 87117}'
'SUP_Z8GH8','DIST_J0AK2','HUB_J7GK','{"power": {"generators": 73, "fuel_liters": 64624.0}, "medical": 24285, "shelter": {"units": 9258, "blankets": 47435}, "essentials": {"food_tons": 800.000, "water_liters": 985903.000}, "hygiene_kits": 8575}'
'SUP_AEHUE','DIST_FK981','HUB_R6VS','{"power": {"generators": 873, "fuel_liters": 2243.0}, "medical": 47357, "shelter": {"units": 9450, "blankets": 70057}, "essentials": {"food_tons": 431.600, "water_liters": 468594.000}, "hygiene_kits": 17378}'
'SUP_6QCVM','DIST_FPREO','HUB_OY2I','{"power": {"generators": 74, "fuel_liters": 16804.0}, "medical": 30748, "shelter": {"units": 4477, "blankets": 50615}, "essentials": {"food_tons": 439.000, "water_liters": 988929.000}, "hygiene_kits": 31352}'
'SUP_TEVBN','DIST_LQO4I','HUB_TP4B','{"power": {"generators": 241, "fuel_liters": 32417.0}, "medical": 83913, "shelter": {"units": 3058, "blankets": 35528}, "essentials": {"food_tons": 696.100, "water_liters": 79062.000}, "hygiene_kits": 42099}'
'SUP_Z2995','DIST_HZCNH','HUB_LE1V','{"power": {"generators": 415, "fuel_liters": 46472.0}, "medical": 29959, "shelter": {"units": 9708, "blankets": 8814}, "essentials": {"food_tons": 142.800, "water_liters": 406256.000}, "hygiene_kits": 34221}'
'SUP_4QYLD','DIST_PSRYL','HUB_HIA0','{"power": {"generators": 568, "fuel_liters": 31830.0}, "medical": 34165, "shelter": {"units": 7633, "blankets": 50189}, "essentials": {"food_tons": 721.900, "water_liters": 352037.000}, "hygiene_kits": 76501}'
'SUP_8ULJ6','DIST_F3UNH','HUB_5PBA','{"power": {"generators": 43, "fuel_liters": 49416.0}, "medical": 16030, "shelter": {"units": 4099, "blankets": 31096}, "essentials": {"food_tons": 389.000, "water_liters": 227847.000}, "hygiene_kits": 65359}'
'SUP_71R90','DIST_6KYO8','HUB_L630','{"power": {"generators": 730, "fuel_liters": 67980.0}, "medical": 45307, "shelter": {"units": 1714, "blankets": 56174}, "essentials": {"food_tons": 231.500, "water_liters": 129902.000}, "hygiene_kits": 64050}'
'SUP_OSCM0','DIST_ZN3JK','HUB_OZGS','{"power": {"generators": 197, "fuel_liters": 91028.0}, "medical": 53089, "shelter": {"units": 3254, "blankets": 79229}, "essentials": {"food_tons": 107.600, "water_liters": 79725.000}, "hygiene_kits": 76850}'
'SUP_UH0GG','DIST_AMB20','HUB_4AK1','{"power": {"generators": 132, "fuel_liters": 91145.0}, "medical": 1423, "shelter": {"units": 4011, "blankets": 30551}, "essentials": {"food_tons": 718.100, "water_liters": 26172.000}, "hygiene_kits": 35838}'
'SUP_FC59L','DIST_WSY73','HUB_KPP2','{"power": {"generators": 246, "fuel_liters": 48070.0}, "medical": 40681, "shelter": {"units": 6139, "blankets": 29542}, "essentials": {"food_tons": 768.700, "water_liters": 742105.000}, "hygiene_kits": 41498}'
'SUP_NSUS5','DIST_F4PN2','HUB_GPTL','{"power": {"generators": 404, "fuel_liters": 46552.0}, "medical": 71453, "shelter": {"units": 4120, "blankets": 34205}, "essentials": {"food_tons": 971.800, "water_liters": 615029.000}, "hygiene_kits": 98329}'
'SUP_RTA73','DIST_C763V','HUB_UGVO','{"power": {"generators": 832, "fuel_liters": 35993.0}, "medical": 54049, "shelter": {"units": 3172, "blankets": 97315}, "essentials": {"food_tons": 922.300, "water_liters": 529652.000}, "hygiene_kits": 94167}'
'SUP_UXGHO','DIST_YKSQ9','HUB_NNO5','{"power": {"generators": 328, "fuel_liters": 95822.0}, "medical": 88537, "shelter": {"units": 1341, "blankets": 28230}, "essentials": {"food_tons": 114.700, "water_liters": 259119.000}, "hygiene_kits": 13928}'
'SUP_L627E','DIST_0H200','HUB_UYAY','{"power": {"generators": 92, "fuel_liters": 12442.0}, "medical": 59603, "shelter": {"units": 3677, "blankets": 19097}, "essentials": {"food_tons": 887.500, "water_liters": 714500.000}, "hygiene_kits": 10212}'
'SUP_S3PVB','DIST_3F8P7','HUB_MFH5','{"power": {"generators": 97, "fuel_liters": 87406.0}, "medical": 36510, "shelter": {"units": 1598, "blankets": 10463}, "essentials": {"food_tons": 333.600, "water_liters": 340973.000}, "hygiene_kits": 51467}'
'SUP_MIX1D','DIST_HIQHQ','HUB_SBK3','{"power": {"generators": 585, "fuel_liters": 68668.0}, "medical": 53068, "shelter": {"units": 8759, "blankets": 33754}, "essentials": {"food_tons": 341.700, "water_liters": 166271.000}, "hygiene_kits": 8133}'
'SUP_46CXV','DIST_IST2I','HUB_39QE','{"power": {"generators": 904, "fuel_liters": 10732.0}, "medical": 55653, "shelter": {"units": 7040, "blankets": 64507}, "essentials": {"food_tons": 29.400, "water_liters": 971346.000}, "hygiene_kits": 10708}'
'SUP_6JNIU','DIST_ZJS97','HUB_1ISE','{"power": {"generators": 691, "fuel_liters": 64481.0}, "medical": 89939, "shelter": {"units": 1195, "blankets": 54828}, "essentials": {"food_tons": 246.800, "water_liters": 829185.000}, "hygiene_kits": 99253}'
'SUP_UO527','DIST_FT7FK','HUB_BXUO','{"power": {"generators": 484, "fuel_liters": 88326.0}, "medical": 71962, "shelter": {"units": 9627, "blankets": 56761}, "essentials": {"food_tons": 42.500, "water_liters": 165475.000}, "hygiene_kits": 2456}'
'SUP_3V20P','DIST_BG6Y6','HUB_L8WX','{"power": {"generators": 515, "fuel_liters": 23375.0}, "medical": 18383, "shelter": {"units": 5339, "blankets": 46454}, "essentials": {"food_tons": 539.100, "water_liters": 200121.000}, "hygiene_kits": 19538}'
'SUP_DJ8FV','DIST_JCMHF','HUB_01SS','{"power": {"generators": 52, "fuel_liters": 97778.0}, "medical": 72293, "shelter": {"units": 9025, "blankets": 15981}, "essentials": {"food_tons": 43.000, "water_liters": 547682.000}, "hygiene_kits": 89016}'
'SUP_WKMCY','DIST_RQHX7','HUB_V131','{"power": {"generators": 791, "fuel_liters": 75541.0}, "medical": 77001, "shelter": {"units": 3266, "blankets": 90796}, "essentials": {"food_tons": 398.700, "water_liters": 670142.000}, "hygiene_kits": 69293}'
'SUP_IWQO8','DIST_YN525','HUB_A95T','{"power": {"generators": 985, "fuel_liters": 27888.0}, "medical": 68492, "shelter": {"units": 8921, "blankets": 43481}, "essentials": {"food_tons": 302.100, "water_liters": 485937.000}, "hygiene_kits": 23918}'
'SUP_DXDRF','DIST_4TW2W','HUB_C49P','{"power": {"generators": 792, "fuel_liters": 28338.0}, "medical": 78979, "shelter": {"units": 3208, "blankets": 27655}, "essentials": {"food_tons": 448.800, "water_liters": 173525.000}, "hygiene_kits": 67995}'
'SUP_OTI9H','DIST_3MGMI','HUB_SHBC','{"power": {"generators": 351, "fuel_liters": 49393.0}, "medical": 44816, "shelter": {"units": 710, "blankets": 10701}, "essentials": {"food_tons": 789.700, "water_liters": 560919.000}, "hygiene_kits": 67387}'
'SUP_Q7HOT','DIST_9JV21','HUB_BAT5','{"power": {"generators": 61, "fuel_liters": 57321.0}, "medical": 81647, "shelter": {"units": 5850, "blankets": 1385}, "essentials": {"food_tons": 206.900, "water_liters": 536876.000}, "hygiene_kits": 85184}'
'SUP_26QER','DIST_BKA4M','HUB_U03Y','{"power": {"generators": 745, "fuel_liters": 7216.0}, "medical": 52901, "shelter": {"units": 4346, "blankets": 12115}, "essentials": {"food_tons": 242.500, "water_liters": 896604.000}, "hygiene_kits": 4278}'
'SUP_N3FIG','DIST_H51FF','HUB_FZZM','{"power": {"generators": 253, "fuel_liters": 80088.0}, "medical": 97961, "shelter": {"units": 4426, "blankets": 66806}, "essentials": {"food_tons": 433.700, "water_liters": 998128.000}, "hygiene_kits": 36933}'
'SUP_C1YAU','DIST_WT0D9','HUB_BH7G','{"power": {"generators": 826, "fuel_liters": 39297.0}, "medical": 77691, "shelter": {"units": 9131, "blankets": 83097}, "essentials": {"food_tons": 150.700, "water_liters": 329840.000}, "hygiene_kits": 71568}'
'SUP_SM2FN','DIST_BXZ96','HUB_RSPN','{"power": {"generators": 179, "fuel_liters": 34105.0}, "medical": 19605, "shelter": {"units": 8088, "blankets": 28209}, "essentials": {"food_tons": 666.700, "water_liters": 269258.000}, "hygiene_kits": 41610}'
'SUP_VAWX2','DIST_WFJCH','HUB_SRKG','{"power": {"generators": 931, "fuel_liters": 94353.0}, "medical": 23457, "shelter": {"units": 630, "blankets": 17117}, "essentials": {"food_tons": 849.700, "water_liters": 771499.000}, "hygiene_kits": 36099}'
'SUP_4PWMA','DIST_HAH1K','HUB_2V1Y','{"power": {"generators": 203, "fuel_liters": 53931.0}, "medical": 43872, "shelter": {"units": 1739, "blankets": 4889}, "essentials": {"food_tons": 461.400, "water_liters": 48900.000}, "hygiene_kits": 62532}'
'SUP_YLFJL','DIST_XRNNN','HUB_7CL7','{"power": {"generators": 374, "fuel_liters": 10406.0}, "medical": 52278, "shelter": {"units": 5373, "blankets": 91760}, "essentials": {"food_tons": 658.700, "water_liters": 867810.000}, "hygiene_kits": 46288}'
'SUP_HNIN1','DIST_YUR4R','HUB_PPK9','{"power": {"generators": 762, "fuel_liters": 63577.0}, "medical": 48671, "shelter": {"units": 1561, "blankets": 84233}, "essentials": {"food_tons": 437.500, "water_liters": 460338.000}, "hygiene_kits": 6204}'
'SUP_NKHYM','DIST_MMQGJ','HUB_SHMV','{"power": {"generators": 992, "fuel_liters": 27530.0}, "medical": 77041, "shelter": {"units": 3499, "blankets": 98213}, "essentials": {"food_tons": 470.800, "water_liters": 842108.000}, "hygiene_kits": 27211}'
'SUP_C3SDT','DIST_29GXJ','HUB_YKYF','{"power": {"generators": 261, "fuel_liters": 53699.0}, "medical": 39541, "shelter": {"units": 2006, "blankets": 91555}, "essentials": {"food_tons": 148.400, "water_liters": 697341.000}, "hygiene_kits": 74350}'
'SUP_F03GS','DIST_Q4537','HUB_XVHV','{"power": {"generators": 903, "fuel_liters": 18285.0}, "medical": 2249, "shelter": {"units": 5225, "blankets": 65037}, "essentials": {"food_tons": 885.300, "water_liters": 718941.000}, "hygiene_kits": 78442}'
'SUP_J889S','DIST_UR6T3','HUB_3WBN','{"power": {"generators": 351, "fuel_liters": 60369.0}, "medical": 12752, "shelter": {"units": 3662, "blankets": 25435}, "essentials": {"food_tons": 216.700, "water_liters": 506361.000}, "hygiene_kits": 59384}'
'SUP_YISNZ','DIST_VYIY8','HUB_4MTB','{"power": {"generators": 929, "fuel_liters": 87289.0}, "medical": 91641, "shelter": {"units": 6459, "blankets": 83912}, "essentials": {"food_tons": 896.000, "water_liters": 835422.000}, "hygiene_kits": 44238}'
'SUP_O0B8Z','DIST_HU4IS','HUB_CJ9S','{"power": {"generators": 291, "fuel_liters": 44839.0}, "medical": 96619, "shelter": {"units": 9658, "blankets": 74884}, "essentials": {"food_tons": 148.200, "water_liters": 968403.000}, "hygiene_kits": 56263}'
'SUP_9S23P','DIST_SY6WA','HUB_M267','{"power": {"generators": 905, "fuel_liters": 28276.0}, "medical": 62933, "shelter": {"units": 5750, "blankets": 30920}, "essentials": {"food_tons": 197.800, "water_liters": 684966.000}, "hygiene_kits": 92555}'
'SUP_KB4H8','DIST_T826V','HUB_5ACJ','{"power": {"generators": 246, "fuel_liters": 55425.0}, "medical": 79233, "shelter": {"units": 7299, "blankets": 21307}, "essentials": {"food_tons": 543.900, "water_liters": 760317.000}, "hygiene_kits": 26662}'
'SUP_64WHM','DIST_LA2RS','HUB_W6SK','{"power": {"generators": 183, "fuel_liters": 55592.0}, "medical": 41652, "shelter": {"units": 3508, "blankets": 37298}, "essentials": {"food_tons": 28.200, "water_liters": 418248.000}, "hygiene_kits": 85191}'
'SUP_N05KY','DIST_1O2NG','HUB_K6K2','{"power": {"generators": 464, "fuel_liters": 86339.0}, "medical": 4145, "shelter": {"units": 9123, "blankets": 21987}, "essentials": {"food_tons": 690.300, "water_liters": 319066.000}, "hygiene_kits": 19652}'
'SUP_8XVDE','DIST_4WI9M','HUB_J1JI','{"power": {"generators": 510, "fuel_liters": 91991.0}, "medical": 59446, "shelter": {"units": 5453, "blankets": 9627}, "essentials": {"food_tons": 72.200, "water_liters": 300001.000}, "hygiene_kits": 6859}'
'SUP_OK8H7','DIST_KZPT6','HUB_RBB3','{"power": {"generators": 716, "fuel_liters": 31681.0}, "medical": 81798, "shelter": {"units": 6590, "blankets": 67044}, "essentials": {"food_tons": 872.800, "water_liters": 16518.000}, "hygiene_kits": 56906}'
'SUP_YDDOX','DIST_T5FHI','HUB_HNAK','{"power": {"generators": 111, "fuel_liters": 62993.0}, "medical": 64961, "shelter": {"units": 6922, "blankets": 66099}, "essentials": {"food_tons": 846.300, "water_liters": 559438.000}, "hygiene_kits": 39276}'
'SUP_UL5GH','DIST_OLMVY','HUB_QGCY','{"power": {"generators": 821, "fuel_liters": 56071.0}, "medical": 74035, "shelter": {"units": 3162, "blankets": 54324}, "essentials": {"food_tons": 571.400, "water_liters": 343334.000}, "hygiene_kits": 66684}'
'SUP_F4ATX','DIST_U0TR1','HUB_V82H','{"power": {"generators": 855, "fuel_liters": 55539.0}, "medical": 25036, "shelter": {"units": 1849, "blankets": 95937}, "essentials": {"food_tons": 259.300, "water_liters": 738209.000}, "hygiene_kits": 51326}'
'SUP_M38X4','DIST_GFA3M','HUB_J37H','{"power": {"generators": 309, "fuel_liters": 98691.0}, "medical": 64475, "shelter": {"units": 859, "blankets": 64254}, "essentials": {"food_tons": 726.900, "water_liters": 74780.000}, "hygiene_kits": 46245}'
'SUP_YM9GZ','DIST_1OQRE','HUB_R7GK','{"power": {"generators": 479, "fuel_liters": 48399.0}, "medical": 53946, "shelter": {"units": 844, "blankets": 62038}, "essentials": {"food_tons": 513.100, "water_liters": 47495.000}, "hygiene_kits": 90731}'
'SUP_26J9S','DIST_4Z0OV','HUB_AD26','{"power": {"generators": 467, "fuel_liters": 7340.0}, "medical": 9185, "shelter": {"units": 3678, "blankets": 46396}, "essentials": {"food_tons": 504.700, "water_liters": 878395.000}, "hygiene_kits": 1102}'
'SUP_07YNN','DIST_TW6FP','HUB_IM0K','{"power": {"generators": 356, "fuel_liters": 11341.0}, "medical": 21418, "shelter": {"units": 4139, "blankets": 20210}, "essentials": {"food_tons": 959.600, "water_liters": 770286.000}, "hygiene_kits": 38195}'
'SUP_9403I','DIST_M9RLJ','HUB_LXK0','{"power": {"generators": 264, "fuel_liters": 87000.0}, "medical": 34088, "shelter": {"units": 5875, "blankets": 83667}, "essentials": {"food_tons": 686.700, "water_liters": 475371.000}, "hygiene_kits": 20036}'
'SUP_OAGJX','DIST_W3GMN','HUB_SBE1','{"power": {"generators": 343, "fuel_liters": 85074.0}, "medical": 78219, "shelter": {"units": 9836, "blankets": 96624}, "essentials": {"food_tons": 475.200, "water_liters": 526024.000}, "hygiene_kits": 27847}'
'SUP_DYUNA','DIST_XISMC','HUB_Y4ZW','{"power": {"generators": 532, "fuel_liters": 86090.0}, "medical": 12623, "shelter": {"units": 1892, "blankets": 47446}, "essentials": {"food_tons": 481.500, "water_liters": 118742.000}, "hygiene_kits": 66207}'
'SUP_342J0','DIST_DGYIB','HUB_3G0L','{"power": {"generators": 392, "fuel_liters": 10612.0}, "medical": 10725, "shelter": {"units": 5363, "blankets": 47122}, "essentials": {"food_tons": 390.000, "water_liters": 435143.000}, "hygiene_kits": 22759}'
'SUP_9VL6N','DIST_R2OCJ','HUB_EZ03','{"power": {"generators": 291, "fuel_liters": 94243.0}, "medical": 43451, "shelter": {"units": 6147, "blankets": 32583}, "essentials": {"food_tons": 244.100, "water_liters": 741492.000}, "hygiene_kits": 43515}'
'SUP_15OEO','DIST_HF6MD','HUB_RJ73','{"power": {"generators": 720, "fuel_liters": 52248.0}, "medical": 88627, "shelter": {"units": 9818, "blankets": 38441}, "essentials": {"food_tons": 24.200, "water_liters": 75870.000}, "hygiene_kits": 63506}'
'SUP_Q0A3W','DIST_BYUI1','HUB_UO7N','{"power": {"generators": 424, "fuel_liters": 33034.0}, "medical": 24835, "shelter": {"units": 5378, "blankets": 39597}, "essentials": {"food_tons": 977.900, "water_liters": 557158.000}, "hygiene_kits": 37930}'
'SUP_049IG','DIST_YN7SY','HUB_H6CF','{"power": {"generators": 828, "fuel_liters": 9053.0}, "medical": 23587, "shelter": {"units": 4363, "blankets": 7184}, "essentials": {"food_tons": 965.300, "water_liters": 138317.000}, "hygiene_kits": 16588}'
'SUP_6OXDX','DIST_H13LO','HUB_XDAU','{"power": {"generators": 173, "fuel_liters": 72418.0}, "medical": 82711, "shelter": {"units": 7845, "blankets": 31945}, "essentials": {"food_tons": 136.300, "water_liters": 680195.000}, "hygiene_kits": 58443}'
'SUP_62FKQ','DIST_LMMGR','HUB_JG45','{"power": {"generators": 595, "fuel_liters": 92785.0}, "medical": 68466, "shelter": {"units": 3476, "blankets": 37420}, "essentials": {"food_tons": 86.700, "water_liters": 653815.000}, "hygiene_kits": 30077}'
'SUP_4H0XH','DIST_6B7AT','HUB_5HZI','{"power": {"generators": 338, "fuel_liters": 44439.0}, "medical": 91162, "shelter": {"units": 6618, "blankets": 96818}, "essentials": {"food_tons": 341.600, "water_liters": 345798.000}, "hygiene_kits": 55986}'
'SUP_ZI0U6','DIST_G6K9R','HUB_PDVW','{"power": {"generators": 755, "fuel_liters": 26176.0}, "medical": 98047, "shelter": {"units": 8231, "blankets": 6374}, "essentials": {"food_tons": 764.100, "water_liters": 921339.000}, "hygiene_kits": 22518}'
'SUP_B90DE','DIST_URDGX','HUB_MYUN','{"power": {"generators": 110, "fuel_liters": 1552.0}, "medical": 10006, "shelter": {"units": 8072, "blankets": 61859}, "essentials": {"food_tons": 575.100, "water_liters": 39110.000}, "hygiene_kits": 17267}'
'SUP_G2WVL','DIST_8EYSV','HUB_0AKE','{"power": {"generators": 753, "fuel_liters": 25044.0}, "medical": 96479, "shelter": {"units": 8789, "blankets": 25180}, "essentials": {"food_tons": 408.600, "water_liters": 950636.000}, "hygiene_kits": 96458}'
'SUP_UFNOU','DIST_N1BQ5','HUB_DOV5','{"power": {"generators": 580, "fuel_liters": 30632.0}, "medical": 68667, "shelter": {"units": 8316, "blankets": 15540}, "essentials": {"food_tons": 510.300, "water_liters": 735273.000}, "hygiene_kits": 92597}'
'SUP_FV3BQ','DIST_O8DPT','HUB_WB6V','{"power": {"generators": 434, "fuel_liters": 96523.0}, "medical": 60833, "shelter": {"units": 4608, "blankets": 64098}, "essentials": {"food_tons": 982.700, "water_liters": 398796.000}, "hygiene_kits": 49580}'
'SUP_J88OC','DIST_XB4KC','HUB_Q5R5','{"power": {"generators": 435, "fuel_liters": 23905.0}, "medical": 4250, "shelter": {"units": 5587, "blankets": 96814}, "essentials": {"food_tons": 63.300, "water_liters": 939178.000}, "hygiene_kits": 78222}'
'SUP_0OJJJ','DIST_HGQ3J','HUB_Q6Z0','{"power": {"generators": 967, "fuel_liters": 15806.0}, "medical": 80465, "shelter": {"units": 3781, "blankets": 16822}, "essentials": {"food_tons": 902.000, "water_liters": 481490.000}, "hygiene_kits": 12786}'
